account_id,app,reviewer,decision,review_date
A000759,Gateway,prior.reviewer,approved,2026-10-11
A001064,Gateway,prior.reviewer,approved,2026-10-08
A000068,Slack,prior.reviewer,approved,2026-10-06
A000832,Box,prior.reviewer,approved,2026-10-01
A000868,VPN,prior.reviewer,approved,2026-09-23
A000199,Active Directory,prior.reviewer,approved,2026-09-25
A000120,Jenkins,prior.reviewer,approved,2026-10-06
A001088,Zoom,prior.reviewer,approved,2026-09-22
A000567,VPN,prior.reviewer,approved,2026-10-10
A000093,PeopleHub HRIS,prior.reviewer,approved,2026-09-23
A000999,Badge access,prior.reviewer,approved,2026-10-07
A000126,Badge access,prior.reviewer,approved,2026-09-24
A000464,Slack,prior.reviewer,approved,2026-09-22
A001031,Box,prior.reviewer,approved,2026-10-04
A000553,Zoom,prior.reviewer,approved,2026-10-02
A001022,Vault,prior.reviewer,approved,2026-09-26
A000999,Box,prior.reviewer,approved,2026-10-08
A000732,Box,prior.reviewer,approved,2026-10-01
A000805,Compass CRM,prior.reviewer,approved,2026-10-04
A000648,Zoom,prior.reviewer,approved,2026-10-04
A000451,PeopleHub HRIS,prior.reviewer,approved,2026-09-29
A001011,VPN,prior.reviewer,approved,2026-10-11
A000473,Snowflake,prior.reviewer,approved,2026-09-23
A000363,PeopleHub HRIS,prior.reviewer,approved,2026-09-30
A000098,PeopleHub HRIS,prior.reviewer,approved,2026-10-11
A000310,Jenkins,prior.reviewer,approved,2026-10-09
A000869,Gateway,prior.reviewer,approved,2026-09-24
A000746,Box,prior.reviewer,approved,2026-10-11
A000617,Compass CRM,prior.reviewer,approved,2026-10-09
A000614,Slack,prior.reviewer,approved,2026-10-03
A000207,Compass CRM,prior.reviewer,approved,2026-10-10
A000269,PeopleHub HRIS,prior.reviewer,approved,2026-10-09
A000156,Active Directory,prior.reviewer,approved,2026-10-10
A000051,Slack,prior.reviewer,approved,2026-10-12
A000622,Zoom,prior.reviewer,approved,2026-09-22
A000949,Slack,prior.reviewer,approved,2026-09-30
A001034,Badge access,prior.reviewer,approved,2026-10-02
A000990,Zoom,prior.reviewer,approved,2026-10-06
A000010,VPN,prior.reviewer,approved,2026-09-22
A000983,Slack,prior.reviewer,approved,2026-09-26
A000972,Gateway,prior.reviewer,approved,2026-10-09
A000176,Badge access,prior.reviewer,approved,2026-10-02
A001142,Badge access,prior.reviewer,approved,2026-10-04
A000125,Expense,prior.reviewer,approved,2026-10-11
A000130,GitHub Enterprise,prior.reviewer,approved,2026-10-03
A000731,Slack,prior.reviewer,approved,2026-10-05
A000325,Gateway,prior.reviewer,approved,2026-09-29
A000200,Active Directory,prior.reviewer,approved,2026-10-12
A000044,Badge access,prior.reviewer,approved,2026-09-22
A000627,Badge access,prior.reviewer,approved,2026-09-22
A000535,Active Directory,prior.reviewer,approved,2026-09-22
A000511,Badge access,prior.reviewer,approved,2026-10-11
A000682,AWS NonProd,prior.reviewer,approved,2026-09-25
A001152,Box,prior.reviewer,approved,2026-10-11
A001125,Slack,prior.reviewer,approved,2026-10-09
A000418,Zoom,prior.reviewer,approved,2026-09-30
A000629,PeopleHub HRIS,prior.reviewer,approved,2026-10-08
A000725,Slack,prior.reviewer,approved,2026-09-23
A000773,Zoom,prior.reviewer,approved,2026-09-22
A000713,Badge access,prior.reviewer,approved,2026-09-30
A000478,Expense,prior.reviewer,approved,2026-09-23
A000957,Slack,prior.reviewer,approved,2026-09-29
A000441,Expense,prior.reviewer,approved,2026-09-30
A000572,Zoom,prior.reviewer,approved,2026-09-22
A000674,Atlas ERP,prior.reviewer,approved,2026-10-08
A000588,Expense,prior.reviewer,approved,2026-09-25
A000049,Slack,prior.reviewer,approved,2026-09-22
A000199,PeopleHub HRIS,prior.reviewer,approved,2026-10-02
A000599,Expense,prior.reviewer,approved,2026-10-07
A000574,Zoom,prior.reviewer,approved,2026-09-28
A000076,AWS NonProd,prior.reviewer,approved,2026-10-01
A001032,Box,prior.reviewer,approved,2026-09-25
A000779,Expense,prior.reviewer,approved,2026-10-12
A000871,Compass CRM,prior.reviewer,approved,2026-10-09
A000816,Active Directory,prior.reviewer,approved,2026-10-07
A000868,Compass CRM,prior.reviewer,approved,2026-09-30
A000387,Active Directory,prior.reviewer,approved,2026-09-27
A000612,Gateway,prior.reviewer,approved,2026-09-30
A000583,Snowflake,prior.reviewer,approved,2026-10-04
A000388,VPN,prior.reviewer,approved,2026-10-07
A000519,Slack,prior.reviewer,approved,2026-09-28
A000236,AWS Prod,prior.reviewer,approved,2026-09-27
A001137,Compass CRM,prior.reviewer,approved,2026-10-12
A000946,Badge access,prior.reviewer,approved,2026-10-12
A000883,PeopleHub HRIS,prior.reviewer,approved,2026-09-26
A001131,Box,prior.reviewer,approved,2026-09-30
A000438,Slack,prior.reviewer,approved,2026-09-28
A000381,Box,prior.reviewer,approved,2026-10-02
A000423,PeopleHub HRIS,prior.reviewer,approved,2026-09-22
A000062,Active Directory,prior.reviewer,approved,2026-09-25
A000904,Snowflake,prior.reviewer,approved,2026-09-23
A001112,Expense,prior.reviewer,approved,2026-10-07
A001169,VPN,prior.reviewer,approved,2026-10-06
A000485,PeopleHub HRIS,prior.reviewer,approved,2026-09-30
A000278,Gateway,prior.reviewer,approved,2026-10-06
A000167,Slack,prior.reviewer,approved,2026-10-04
A000135,VPN,prior.reviewer,approved,2026-10-11
A000052,Badge access,prior.reviewer,approved,2026-09-23
A001188,PeopleHub HRIS,prior.reviewer,approved,2026-09-24
A000859,Gateway,prior.reviewer,approved,2026-10-07
A000267,Zoom,prior.reviewer,approved,2026-09-25
A000024,Compass CRM,prior.reviewer,approved,2026-09-26
A000297,Zoom,prior.reviewer,approved,2026-09-24
A001038,PeopleHub HRIS,prior.reviewer,approved,2026-10-05
A001109,Vault,prior.reviewer,approved,2026-09-22
A000865,Expense,prior.reviewer,approved,2026-10-01
A000868,Gateway,prior.reviewer,approved,2026-09-25
A000378,Gateway,prior.reviewer,approved,2026-10-11
A001046,Box,prior.reviewer,approved,2026-10-12
A000142,Badge access,prior.reviewer,approved,2026-09-22
A000899,Compass CRM,prior.reviewer,approved,2026-10-01
A000227,Badge access,prior.reviewer,approved,2026-09-27
A000001,PeopleHub HRIS,prior.reviewer,approved,2026-10-07
A000127,Badge access,prior.reviewer,approved,2026-09-23
A000573,Badge access,prior.reviewer,approved,2026-10-07
A000574,Slack,prior.reviewer,approved,2026-10-08
A000735,Slack,prior.reviewer,approved,2026-10-03
A000340,Badge access,prior.reviewer,approved,2026-09-30
A000212,Zoom,prior.reviewer,approved,2026-09-22
A000226,Active Directory,prior.reviewer,approved,2026-10-09
A000536,Box,prior.reviewer,approved,2026-09-22
A000875,Badge access,prior.reviewer,approved,2026-10-06
A000954,Jenkins,prior.reviewer,approved,2026-10-06
A000288,Badge access,prior.reviewer,approved,2026-09-29
A000113,Badge access,prior.reviewer,approved,2026-10-03
A000872,Zoom,prior.reviewer,approved,2026-10-11
A000832,VPN,prior.reviewer,approved,2026-09-22
A000438,Badge access,prior.reviewer,approved,2026-10-01
A000842,Zoom,prior.reviewer,approved,2026-10-09
A000826,Jenkins,prior.reviewer,approved,2026-09-23
A000529,Zoom,prior.reviewer,approved,2026-09-29
A000501,Gateway,prior.reviewer,approved,2026-09-27
A000470,Badge access,prior.reviewer,approved,2026-10-10
A001046,Gateway,prior.reviewer,approved,2026-09-27
A000246,Zoom,prior.reviewer,approved,2026-10-03
A000863,Box,prior.reviewer,approved,2026-10-12
A000567,Slack,prior.reviewer,approved,2026-10-09
A000999,VPN,prior.reviewer,approved,2026-10-02
A000606,Badge access,prior.reviewer,approved,2026-10-05
A000670,Zoom,prior.reviewer,approved,2026-10-05
A000420,Expense,prior.reviewer,approved,2026-10-07
A000119,Badge access,prior.reviewer,approved,2026-10-01
A001073,Expense,prior.reviewer,approved,2026-09-29
A000541,Box,prior.reviewer,approved,2026-09-24
A000099,Gateway,prior.reviewer,approved,2026-10-07
A001001,PeopleHub HRIS,prior.reviewer,approved,2026-10-02
A001055,Gateway,prior.reviewer,approved,2026-10-09
A000458,Active Directory,prior.reviewer,approved,2026-10-09
A000837,Active Directory,prior.reviewer,approved,2026-09-29
A000037,Badge access,prior.reviewer,approved,2026-09-22
A000614,Gateway,prior.reviewer,approved,2026-09-26
A000940,Vault,prior.reviewer,approved,2026-10-07
A000318,VPN,prior.reviewer,approved,2026-10-05
A000710,Compass CRM,prior.reviewer,approved,2026-09-30
A001111,Gateway,prior.reviewer,approved,2026-10-06
A000427,AWS NonProd,prior.reviewer,approved,2026-09-30
A000365,Slack,prior.reviewer,approved,2026-10-03
A001189,VPN,prior.reviewer,approved,2026-09-28
A000619,Zoom,prior.reviewer,approved,2026-09-24
A000173,Expense,prior.reviewer,approved,2026-10-07
A000974,Slack,prior.reviewer,approved,2026-10-05
A000415,Badge access,prior.reviewer,approved,2026-09-25
A000497,Vault,prior.reviewer,approved,2026-09-23
A000292,AWS NonProd,prior.reviewer,approved,2026-10-02
A000964,VPN,prior.reviewer,approved,2026-09-23
A000623,VPN,prior.reviewer,approved,2026-09-26
A000315,Zoom,prior.reviewer,approved,2026-10-05
A001154,Expense,prior.reviewer,approved,2026-10-08
A000812,Slack,prior.reviewer,approved,2026-10-07
A000662,PeopleHub HRIS,prior.reviewer,approved,2026-10-09
A000640,PeopleHub HRIS,prior.reviewer,approved,2026-10-07
A000343,Badge access,prior.reviewer,approved,2026-09-29
A001069,Gateway,prior.reviewer,approved,2026-10-05
A000779,Box,prior.reviewer,approved,2026-09-28
A000787,Active Directory,prior.reviewer,approved,2026-09-22
A000915,Expense,prior.reviewer,approved,2026-10-11
A000342,Box,prior.reviewer,approved,2026-10-08
A000456,Box,prior.reviewer,approved,2026-10-04
A001164,Slack,prior.reviewer,approved,2026-10-05
A000457,Zoom,prior.reviewer,approved,2026-10-03
A000884,AWS NonProd,prior.reviewer,approved,2026-10-08
A000041,Box,prior.reviewer,approved,2026-09-25
A000589,Expense,prior.reviewer,approved,2026-09-28
A000401,VPN,prior.reviewer,approved,2026-10-09
A000704,Active Directory,prior.reviewer,approved,2026-09-25
A000834,Expense,prior.reviewer,approved,2026-10-11
A000536,Active Directory,prior.reviewer,approved,2026-10-05
A000712,Box,prior.reviewer,approved,2026-10-05
A000708,VPN,prior.reviewer,approved,2026-10-10
A000803,AWS NonProd,prior.reviewer,approved,2026-10-06
A000042,Active Directory,prior.reviewer,approved,2026-09-30
A000351,Zoom,prior.reviewer,approved,2026-10-09
A000576,Slack,prior.reviewer,approved,2026-10-12
A000803,Badge access,prior.reviewer,approved,2026-09-22
A000524,Badge access,prior.reviewer,approved,2026-09-28
A000818,Compass CRM,prior.reviewer,approved,2026-10-12
A000018,Gateway,prior.reviewer,approved,2026-10-10
A000256,Zoom,prior.reviewer,approved,2026-10-09
A000002,Expense,prior.reviewer,approved,2026-09-22
A000470,PeopleHub HRIS,prior.reviewer,approved,2026-10-09
A000444,Gateway,prior.reviewer,approved,2026-09-23
A000665,Badge access,prior.reviewer,approved,2026-10-08
A001170,Active Directory,prior.reviewer,approved,2026-10-08
A000186,Badge access,prior.reviewer,approved,2026-10-07
A000080,Expense,prior.reviewer,approved,2026-10-08
A000345,Box,prior.reviewer,approved,2026-10-10
A000762,Slack,prior.reviewer,approved,2026-10-06
A000764,Jenkins,prior.reviewer,approved,2026-10-12
A000306,AWS Prod,prior.reviewer,approved,2026-10-01
A001010,Badge access,prior.reviewer,approved,2026-10-02
A000768,Expense,prior.reviewer,approved,2026-09-25
A001030,Expense,prior.reviewer,approved,2026-09-22
A000844,Gateway,prior.reviewer,approved,2026-10-09
A001172,Zoom,prior.reviewer,approved,2026-10-02
A000381,Slack,prior.reviewer,approved,2026-10-06
A000244,Slack,prior.reviewer,approved,2026-10-03
A000148,Expense,prior.reviewer,approved,2026-09-23
A000154,Zoom,prior.reviewer,approved,2026-10-02
A000951,Zoom,prior.reviewer,approved,2026-09-30
A000737,PeopleHub HRIS,prior.reviewer,approved,2026-09-23
A000147,PeopleHub HRIS,prior.reviewer,approved,2026-10-08
A001005,Slack,prior.reviewer,approved,2026-10-10
A000295,Zoom,prior.reviewer,approved,2026-10-02
A000200,Gateway,prior.reviewer,approved,2026-09-23
A000774,Jenkins,prior.reviewer,approved,2026-10-12
A000817,Active Directory,prior.reviewer,approved,2026-10-06
A000283,Zoom,prior.reviewer,approved,2026-10-03
A000025,Slack,prior.reviewer,approved,2026-10-01
A000480,VPN,prior.reviewer,approved,2026-09-24
A000295,PeopleHub HRIS,prior.reviewer,approved,2026-10-07
A000466,Badge access,prior.reviewer,approved,2026-09-29
A000268,Gateway,prior.reviewer,approved,2026-10-12
A001038,VPN,prior.reviewer,approved,2026-10-04
A001135,Expense,prior.reviewer,approved,2026-10-10
A001055,Expense,prior.reviewer,approved,2026-10-07
A000191,Zoom,prior.reviewer,approved,2026-09-22
A000435,Procure,prior.reviewer,approved,2026-09-24
A000308,Badge access,prior.reviewer,approved,2026-10-02
A001127,Slack,prior.reviewer,approved,2026-10-08
A000237,Box,prior.reviewer,approved,2026-10-11
A000962,Gateway,prior.reviewer,approved,2026-09-29
A001188,Box,prior.reviewer,approved,2026-10-09
A000065,Active Directory,prior.reviewer,approved,2026-10-06
A000783,Expense,prior.reviewer,approved,2026-09-23
A000864,Badge access,prior.reviewer,approved,2026-09-26
A000777,AWS Prod,prior.reviewer,approved,2026-10-02
A000161,AWS NonProd,prior.reviewer,approved,2026-09-24
A000803,Expense,prior.reviewer,approved,2026-10-04
A000766,Badge access,prior.reviewer,approved,2026-09-25
A000206,Zoom,prior.reviewer,approved,2026-09-27
A001053,Badge access,prior.reviewer,approved,2026-10-11
A000939,Active Directory,prior.reviewer,approved,2026-09-22
A000124,Badge access,prior.reviewer,approved,2026-10-03
A001147,GitHub Enterprise,prior.reviewer,approved,2026-10-03
A000427,Compass CRM,prior.reviewer,approved,2026-09-28
A001064,VPN,prior.reviewer,approved,2026-09-28
A000592,Gateway,prior.reviewer,approved,2026-09-26
A001085,Expense,prior.reviewer,approved,2026-09-26
A000036,Zoom,prior.reviewer,approved,2026-09-25
A001047,Gateway,prior.reviewer,approved,2026-10-01
A001172,Badge access,prior.reviewer,approved,2026-10-11
A000673,PeopleHub HRIS,prior.reviewer,approved,2026-09-29
A000076,PeopleHub HRIS,prior.reviewer,approved,2026-10-11
A001109,Compass CRM,prior.reviewer,approved,2026-09-25
A000796,Zoom,prior.reviewer,approved,2026-09-26
A001092,Expense,prior.reviewer,approved,2026-09-24
A000462,PeopleHub HRIS,prior.reviewer,approved,2026-09-30
A000308,Expense,prior.reviewer,approved,2026-09-28
A000890,AWS NonProd,prior.reviewer,approved,2026-09-25
A000116,Jenkins,prior.reviewer,approved,2026-09-27
A000298,Snowflake,prior.reviewer,approved,2026-09-23
A000987,Badge access,prior.reviewer,approved,2026-10-01
A000145,Box,prior.reviewer,approved,2026-09-24
A000864,Gateway,prior.reviewer,approved,2026-09-28
A000209,VPN,prior.reviewer,approved,2026-10-12
A001132,Zoom,prior.reviewer,approved,2026-09-27
A000840,VPN,prior.reviewer,approved,2026-10-01
A001146,VPN,prior.reviewer,approved,2026-10-03
A001146,Badge access,prior.reviewer,approved,2026-10-10
A000445,Badge access,prior.reviewer,approved,2026-09-28
A000281,Zoom,prior.reviewer,approved,2026-10-02
A000755,Slack,prior.reviewer,approved,2026-10-12
A000338,PeopleHub HRIS,prior.reviewer,approved,2026-10-08
A000027,Gateway,prior.reviewer,approved,2026-10-06
A000404,Active Directory,prior.reviewer,approved,2026-10-05
A000172,AWS NonProd,prior.reviewer,approved,2026-10-06
A000066,Box,prior.reviewer,approved,2026-09-23
A000637,Expense,prior.reviewer,approved,2026-09-24
A000094,PeopleHub HRIS,prior.reviewer,approved,2026-10-02
A000414,Jenkins,prior.reviewer,approved,2026-10-01
A000370,Active Directory,prior.reviewer,approved,2026-10-03
A000198,VPN,prior.reviewer,approved,2026-09-26
A000986,Expense,prior.reviewer,approved,2026-10-05
A000318,PeopleHub HRIS,prior.reviewer,approved,2026-09-30
A000238,Expense,prior.reviewer,approved,2026-09-28
A000393,Box,prior.reviewer,approved,2026-09-29
A000504,Active Directory,prior.reviewer,approved,2026-09-26
A000907,Active Directory,prior.reviewer,approved,2026-10-07
A000913,Box,prior.reviewer,approved,2026-10-07
A001085,Box,prior.reviewer,approved,2026-09-23
A000616,Gateway,prior.reviewer,approved,2026-10-02
A001133,PeopleHub HRIS,prior.reviewer,approved,2026-10-10
A000082,Slack,prior.reviewer,approved,2026-10-10
A000855,Expense,prior.reviewer,approved,2026-10-02
A000871,Gateway,prior.reviewer,approved,2026-09-24
A000416,Jenkins,prior.reviewer,approved,2026-10-08
A001167,VPN,prior.reviewer,approved,2026-09-23
A000858,Box,prior.reviewer,approved,2026-10-11
A001190,PeopleHub HRIS,prior.reviewer,approved,2026-09-25
A000259,Gateway,prior.reviewer,approved,2026-10-03
A000748,Gateway,prior.reviewer,approved,2026-09-30
A000716,Gateway,prior.reviewer,approved,2026-10-08
A000774,Slack,prior.reviewer,approved,2026-10-01
A000583,Zoom,prior.reviewer,approved,2026-09-25
A000525,VPN,prior.reviewer,approved,2026-09-28
A000652,Zoom,prior.reviewer,approved,2026-10-02
A001004,Zoom,prior.reviewer,approved,2026-09-22
A000192,VPN,prior.reviewer,approved,2026-09-26
A000758,Zoom,prior.reviewer,approved,2026-09-24
A000650,PeopleHub HRIS,prior.reviewer,approved,2026-09-22
A000071,Expense,prior.reviewer,approved,2026-10-05
A000911,Atlas ERP,prior.reviewer,approved,2026-10-04
A001130,Slack,prior.reviewer,approved,2026-09-22
A001188,VPN,prior.reviewer,approved,2026-10-06
A000120,Slack,prior.reviewer,approved,2026-10-11
A000190,Slack,prior.reviewer,approved,2026-10-05
A000226,Badge access,prior.reviewer,approved,2026-10-12
A000072,Gateway,prior.reviewer,approved,2026-09-30
A000848,VPN,prior.reviewer,approved,2026-10-05
A000861,AWS NonProd,prior.reviewer,approved,2026-10-01
A000771,Compass CRM,prior.reviewer,approved,2026-10-08
A000683,Expense,prior.reviewer,approved,2026-10-08
A000308,Zoom,prior.reviewer,approved,2026-09-25
A000287,Badge access,prior.reviewer,approved,2026-10-01
A000864,VPN,prior.reviewer,approved,2026-09-26
A000823,Expense,prior.reviewer,approved,2026-10-06
A000137,VPN,prior.reviewer,approved,2026-09-25
A000723,Zoom,prior.reviewer,approved,2026-09-26
A000750,Badge access,prior.reviewer,approved,2026-10-03
A000649,PeopleHub HRIS,prior.reviewer,approved,2026-09-23
A000899,VPN,prior.reviewer,approved,2026-10-01
A000733,Slack,prior.reviewer,approved,2026-09-23
A000251,Jenkins,prior.reviewer,approved,2026-09-26
A001195,PeopleHub HRIS,prior.reviewer,approved,2026-10-10
A000364,VPN,prior.reviewer,approved,2026-09-24
A000283,Gateway,prior.reviewer,approved,2026-10-02
A000223,Gateway,prior.reviewer,approved,2026-09-27
A000842,Slack,prior.reviewer,approved,2026-09-29
A000572,Slack,prior.reviewer,approved,2026-10-01
A000505,VPN,prior.reviewer,approved,2026-09-26
A000207,Slack,prior.reviewer,approved,2026-09-24
A001085,Gateway,prior.reviewer,approved,2026-09-29
A000355,PeopleHub HRIS,prior.reviewer,approved,2026-10-09
A000016,VPN,prior.reviewer,approved,2026-09-26
A000076,Snowflake,prior.reviewer,approved,2026-10-01
A000554,AWS NonProd,prior.reviewer,approved,2026-10-06
A001041,Slack,prior.reviewer,approved,2026-10-12
A000620,Badge access,prior.reviewer,approved,2026-10-01
A000571,Gateway,prior.reviewer,approved,2026-10-11
A000146,VPN,prior.reviewer,approved,2026-10-08
A000982,Gateway,prior.reviewer,approved,2026-09-22
A000142,Snowflake,prior.reviewer,approved,2026-10-12
A000561,Active Directory,prior.reviewer,approved,2026-10-07
A000002,Jenkins,prior.reviewer,approved,2026-09-23
A001081,Gateway,prior.reviewer,approved,2026-10-10
A000960,Slack,prior.reviewer,approved,2026-10-07
A000333,Active Directory,prior.reviewer,approved,2026-10-07
A000499,Active Directory,prior.reviewer,approved,2026-09-30
A001072,Zoom,prior.reviewer,approved,2026-09-24
A000760,Zoom,prior.reviewer,approved,2026-09-22
A001046,AWS NonProd,prior.reviewer,approved,2026-09-25
A000732,VPN,prior.reviewer,approved,2026-10-08
A001033,VPN,prior.reviewer,approved,2026-10-05
A000590,Zoom,prior.reviewer,approved,2026-10-02
A000906,Jenkins,prior.reviewer,approved,2026-10-11
A000603,VPN,prior.reviewer,approved,2026-10-02
A000262,VPN,prior.reviewer,approved,2026-10-07
A000582,Box,prior.reviewer,approved,2026-10-01
A000319,Badge access,prior.reviewer,approved,2026-10-02
A000978,Slack,prior.reviewer,approved,2026-10-01
A000224,Zoom,prior.reviewer,approved,2026-09-24
A000817,Slack,prior.reviewer,approved,2026-10-03
A000234,Active Directory,prior.reviewer,approved,2026-09-24
A000007,Expense,prior.reviewer,approved,2026-10-10
A001189,Active Directory,prior.reviewer,approved,2026-10-09
A001065,PeopleHub HRIS,prior.reviewer,approved,2026-10-05
A000991,Badge access,prior.reviewer,approved,2026-10-11
A001155,Box,prior.reviewer,approved,2026-10-09
A000583,Slack,prior.reviewer,approved,2026-10-10
A000855,Active Directory,prior.reviewer,approved,2026-09-25
A000472,Zoom,prior.reviewer,approved,2026-10-07
A000919,Slack,prior.reviewer,approved,2026-09-28
A000584,Gateway,prior.reviewer,approved,2026-10-01
A000521,VPN,prior.reviewer,approved,2026-09-22
A001021,Zoom,prior.reviewer,approved,2026-10-12
A000684,Expense,prior.reviewer,approved,2026-10-01
A000496,VPN,prior.reviewer,approved,2026-10-01
A000666,PeopleHub HRIS,prior.reviewer,approved,2026-09-26
A000567,Expense,prior.reviewer,approved,2026-09-28
A000848,Zoom,prior.reviewer,approved,2026-10-12
A001012,VPN,prior.reviewer,approved,2026-09-24
A000070,VPN,prior.reviewer,approved,2026-10-11
A000399,Compass CRM,prior.reviewer,approved,2026-10-10
A000465,Box,prior.reviewer,approved,2026-09-23
A000041,Slack,prior.reviewer,approved,2026-09-26
A001078,Active Directory,prior.reviewer,approved,2026-10-01
A000843,Badge access,prior.reviewer,approved,2026-10-08
A000846,Snowflake,prior.reviewer,approved,2026-09-27
A000187,Badge access,prior.reviewer,approved,2026-09-24
A000196,Expense,prior.reviewer,approved,2026-09-26
A000254,Zoom,prior.reviewer,approved,2026-10-05
A000675,Box,prior.reviewer,approved,2026-09-29
A000847,Compass CRM,prior.reviewer,approved,2026-09-29
A000969,Snowflake,prior.reviewer,approved,2026-09-29
A000429,Box,prior.reviewer,approved,2026-09-25
A000786,Slack,prior.reviewer,approved,2026-09-24
A000626,Box,prior.reviewer,approved,2026-10-11
A000562,Expense,prior.reviewer,approved,2026-10-05
A000815,GitHub Enterprise,prior.reviewer,approved,2026-10-03
A000139,Slack,prior.reviewer,approved,2026-09-26
A001122,Active Directory,prior.reviewer,approved,2026-10-11
A000277,Badge access,prior.reviewer,approved,2026-09-23
A000224,PeopleHub HRIS,prior.reviewer,approved,2026-09-26
A001022,Active Directory,prior.reviewer,approved,2026-09-26
A000368,PeopleHub HRIS,prior.reviewer,approved,2026-10-05
A000255,Slack,prior.reviewer,approved,2026-09-23
A000412,Slack,prior.reviewer,approved,2026-10-03
A001058,PeopleHub HRIS,prior.reviewer,approved,2026-10-11
A000256,Expense,prior.reviewer,approved,2026-10-11
A000718,Active Directory,prior.reviewer,approved,2026-09-29
A000866,PeopleHub HRIS,prior.reviewer,approved,2026-09-22
A000549,Gateway,prior.reviewer,approved,2026-09-29
A000268,Active Directory,prior.reviewer,approved,2026-10-03
A000807,VPN,prior.reviewer,approved,2026-10-07
A000144,Jenkins,prior.reviewer,approved,2026-10-06
A000313,VPN,prior.reviewer,approved,2026-09-23
A000319,Gateway,prior.reviewer,approved,2026-10-04
A000011,Box,prior.reviewer,approved,2026-09-25
A000643,Jenkins,prior.reviewer,approved,2026-09-23
A001039,Box,prior.reviewer,approved,2026-09-29
A000582,Zoom,prior.reviewer,approved,2026-09-28
A000886,Zoom,prior.reviewer,approved,2026-09-26
A001189,Gateway,prior.reviewer,approved,2026-09-24
A001155,VPN,prior.reviewer,approved,2026-10-03
A000204,Zoom,prior.reviewer,approved,2026-10-10
A000402,Gateway,prior.reviewer,approved,2026-09-24
A001066,PeopleHub HRIS,prior.reviewer,approved,2026-09-25
A000404,PeopleHub HRIS,prior.reviewer,approved,2026-09-23
A000577,PeopleHub HRIS,prior.reviewer,approved,2026-09-29
A000373,VPN,prior.reviewer,approved,2026-10-06
A000159,Slack,prior.reviewer,approved,2026-10-09
A000664,AWS Prod,prior.reviewer,approved,2026-10-01
A001182,Slack,prior.reviewer,approved,2026-09-26
A000906,Active Directory,prior.reviewer,approved,2026-10-02
A000571,Zoom,prior.reviewer,approved,2026-09-24
A000234,Expense,prior.reviewer,approved,2026-10-06
A000166,Active Directory,prior.reviewer,approved,2026-09-23
A000671,Snowflake,prior.reviewer,approved,2026-09-22
A000327,MeridianPay,prior.reviewer,approved,2026-10-03
A000174,Badge access,prior.reviewer,approved,2026-10-05
